Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1980,8,-0.043,-0.021,-0.017,-0.026,
1980,9,-0.075,-0.021,-0.017,-0.026,
1980,10,-0.073,-0.021,-0.016,-0.025,
1980,11,-0.074,-0.021,-0.016,-0.025,
1980,12,-0.128,-0.020,-0.016,-0.025,
1981,1,-0.134,-0.020,-0.016,-0.025,
1981,2,-0.110,-0.020,-0.015,-0.024,
1981,3,-0.010,-0.020,-0.015,-0.024,
1981,4,-0.114,-0.019,-0.015,-0.024,
1981,5,-0.031,-0.019,-0.015,-0.024,
1981,6,-0.035,-0.019,-0.014,-0.023,
1981,7,-0.040,-0.019,-0.014,-0.023,
1981,8,-0.028,-0.018,-0.014,-0.023,
1981,9,0.004,-0.018,-0.014,-0.023,
1981,10,-0.070,-0.018,-0.013,-0.022,
1981,11,-0.007,-0.018,-0.013,-0.022,
1981,12,0.003,-0.017,-0.013,-0.022,
1982,1,-0.082,-0.017,-0.013,-0.022,
1982,2,-0.074,-0.017,-0.012,-0.021,
1982,3,-0.074,-0.017,-0.012,-0.021,
1982,4,-0.132,-0.016,-0.012,-0.021,
1982,5,-0.068,-0.016,-0.012,-0.021,
1982,6,0.014,-0.016,-0.011,-0.020,
1982,7,-0.046,-0.016,-0.011,-0.020,
1982,8,-0.043,-0.015,-0.011,-0.020,
1982,9,-0.048,-0.015,-0.011,-0.020,
1982,10,0.009,-0.015,-0.010,-0.019,
1982,11,-0.092,-0.015,-0.010,-0.019,
1982,12,-0.000,-0.014,-0.010,-0.019,
1983,1,-0.006,-0.014,-0.010,-0.019,
1983,2,0.066,-0.014,-0.009,-0.018,
1983,3,0.076,-0.014,-0.009,-0.018,
1983,4,0.054,-0.013,-0.009,-0.018,
1983,5,0.002,-0.013,-0.009,-0.018,
1983,6,-0.023,-0.013,-0.008,-0.017,
1983,7,0.027,-0.013,-0.008,-0.017,
1983,8,0.033,-0.012,-0.008,-0.017,
1983,9,0.007,-0.012,-0.008,-0.017,
1983,10,0.018,-0.012,-0.007,-0.017,
1983,11,0.088,-0.012,-0.007,-0.016,
1983,12,0.015,-0.011,-0.007,-0.016,
1984,1,-0.018,-0.011,-0.007,-0.016,
1984,2,-0.001,-0.011,-0.006,-0.016,
1984,3,0.021,-0.011,-0.006,-0.015,
1984,4,0.084,-0.011,-0.006,-0.015,
1984,5,0.002,-0.010,-0.006,-0.015,
1984,6,-0.004,-0.010,-0.005,-0.015,
1984,7,-0.022,-0.010,-0.005,-0.014,
1984,8,0.009,-0.010,-0.005,-0.014,
1984,9,-0.026,-0.009,-0.005,-0.014,
1984,10,0.009,-0.009,-0.004,-0.014,
1984,11,0.030,-0.009,-0.004,-0.013,
1984,12,-0.034,-0.009,-0.004,-0.013,
1985,1,0.013,-0.008,-0.004,-0.013,
1985,2,-0.019,-0.008,-0.003,-0.013,
1985,3,-0.058,-0.008,-0.003,-0.012,
1985,4,-0.044,-0.008,-0.003,-0.012,
1985,5,-0.007,-0.007,-0.003,-0.012,
1985,6,-0.020,-0.007,-0.002,-0.012,
1985,7,-0.018,-0.007,-0.002,-0.011,
1985,8,-0.009,-0.007,-0.002,-0.011,
1985,9,-0.005,-0.006,-0.002,-0.011,
1985,10,-0.030,-0.006,-0.001,-0.011,
1985,11,0.024,-0.006,-0.001,-0.010,
1985,12,0.015,-0.006,-0.001,-0.010,
1986,1,-0.070,-0.005,-0.001,-0.010,
1986,2,0.033,-0.005,-0.000,-0.010,
1986,3,-0.067,-0.005,-0.000,-0.009,
1986,4,0.063,-0.005,0.000,-0.009,
1986,5,0.011,-0.004,0.000,-0.009,
1986,6,-0.032,-0.004,0.001,-0.009,
1986,7,0.018,-0.004,0.001,-0.009,
1986,8,-0.021,-0.004,0.001,-0.008,
1986,9,-0.033,-0.003,0.001,-0.008,
1986,10,0.009,-0.003,0.002,-0.008,
1986,11,-0.040,-0.003,0.002,-0.008,
1986,12,-0.018,-0.003,0.002,-0.007,
1987,1,0.074,-0.002,0.002,-0.007,
1987,2,-0.019,-0.002,0.003,-0.007,
1987,3,0.067,-0.002,0.003,-0.007,
1987,4,0.035,-0.002,0.003,-0.006,
1987,5,-0.025,-0.001,0.003,-0.006,
1987,6,0.014,-0.001,0.004,-0.006,
1987,7,0.015,-0.001,0.004,-0.006,
1987,8,0.018,-0.001,0.004,-0.005,
1987,9,-0.005,-0.000,0.004,-0.005,
1987,10,-0.034,-0.000,0.005,-0.005,
1987,11,-0.046,0.000,0.005,-0.005,
1987,12,0.067,0.000,0.005,-0.004,
1988,1,-0.064,0.001,0.005,-0.004,
1988,2,0.002,0.001,0.006,-0.004,
1988,3,-0.071,0.001,0.006,-0.004,
1988,4,0.072,0.001,0.006,-0.003,
1988,5,-0.025,0.002,0.006,-0.003,
1988,6,0.011,0.002,0.007,-0.003,
1988,7,-0.028,0.002,0.007,-0.003,
1988,8,-0.012,0.002,0.007,-0.003,
1988,9,-0.039,0.003,0.007,-0.002,
1988,10,-0.021,0.003,0.008,-0.002,
1988,11,-0.040,0.003,0.008,-0.002,
1988,12,-0.031,0.003,0.008,-0.002,
1989,1,-0.036,0.004,0.008,-0.001,
1989,2,-0.049,0.004,0.009,-0.001,
1989,3,-0.092,0.004,0.009,-0.001,
1989,4,-0.068,0.004,0.009,-0.001,
1989,5,-0.022,0.004,0.009,-0.000,
1989,6,-0.020,0.005,0.010,-0.000,
1989,7,-0.043,0.005,0.010,0.000,
1989,8,-0.012,0.005,0.010,0.000,
1989,9,-0.054,0.005,0.010,0.001,
1989,10,-0.055,0.006,0.011,0.001,
1989,11,-0.049,0.006,0.011,0.001,
1989,12,-0.113,0.006,0.011,0.001,
1990,1,-0.082,0.006,0.011,0.002,
1990,2,-0.074,0.007,0.012,0.002,
1990,3,-0.138,0.007,0.012,0.002,
1990,4,-0.105,0.007,0.012,0.002,
1990,5,-0.019,0.007,0.012,0.003,
1990,6,-0.044,0.008,0.013,0.003,
1990,7,-0.049,0.008,0.013,0.003,
1990,8,-0.018,0.008,0.013,0.003,
1990,9,-0.023,0.008,0.013,0.003,
1990,10,-0.024,0.009,0.014,0.004,
1990,11,-0.031,0.009,0.014,0.004,
1990,12,-0.055,0.009,0.014,0.004,
1991,1,-0.027,0.009,0.014,0.004,
1991,2,-0.049,0.010,0.015,0.005,
1991,3,0.051,0.010,0.015,0.005,
1991,4,-0.056,0.010,0.015,0.005,
1991,5,-0.043,0.010,0.015,0.005,
1991,6,-0.023,0.011,0.016,0.006,
1991,7,-0.025,0.011,0.016,0.006,
1991,8,-0.064,0.011,0.016,0.006,
1991,9,-0.084,0.011,0.016,0.006,
1991,10,-0.043,0.012,0.017,0.007,
1991,11,-0.071,0.012,0.017,0.007,
1991,12,-0.058,0.012,0.017,0.007,
1992,1,0.037,0.012,0.017,0.007,
1992,2,0.042,0.013,0.018,0.008,
1992,3,0.012,0.013,0.018,0.008,
1992,4,-0.016,0.013,0.018,0.008,
1992,5,-0.040,0.013,0.018,0.008,
1992,6,0.014,0.014,0.019,0.008,
1992,7,0.015,0.014,0.019,0.009,
1992,8,-0.031,0.014,0.019,0.009,
1992,9,-0.060,0.014,0.019,0.009,
1992,10,-0.030,0.015,0.020,0.009,
1992,11,-0.040,0.015,0.020,0.010,
1992,12,0.012,0.015,0.020,0.010,
1993,1,-0.030,0.015,0.020,0.010,
1993,2,0.042,0.016,0.021,0.010,
1993,3,-0.034,0.016,0.021,0.011,
1993,4,0.066,0.016,0.021,0.011,
1993,5,0.033,0.016,0.021,0.011,
1993,6,-0.001,0.017,0.022,0.011,
1993,7,0.024,0.017,0.022,0.012,
1993,8,-0.018,0.017,0.022,0.012,
1993,9,-0.033,0.017,0.022,0.012,
1993,10,-0.027,0.018,0.023,0.012,
1993,11,-0.067,0.018,0.023,0.013,
1993,12,0.049,0.018,0.023,0.013,
1994,1,-0.106,0.018,0.024,0.013,
1994,2,-0.059,0.019,0.024,0.013,
1994,3,-0.011,0.019,0.024,0.013,
1994,4,-0.092,0.019,0.024,0.014,
1994,5,0.006,0.019,0.025,0.014,
1994,6,-0.061,0.019,0.025,0.014,
1994,7,-0.044,0.020,0.025,0.014,
1994,8,-0.043,0.020,0.025,0.015,
1994,9,-0.015,0.020,0.026,0.015,
1994,10,-0.037,0.020,0.026,0.015,
1994,11,-0.091,0.021,0.026,0.015,
1994,12,-0.030,0.021,0.026,0.016,
1995,1,-0.042,0.021,0.027,0.016,
1995,2,-0.061,0.021,0.027,0.016,
1995,3,-0.031,0.022,0.027,0.016,
1995,4,-0.066,0.022,0.027,0.017,
1995,5,0.020,0.022,0.028,0.017,
1995,6,-0.076,0.022,0.028,0.017,
1995,7,-0.035,0.023,0.028,0.017,
1995,8,0.009,0.023,0.028,0.018,
1995,9,-0.046,0.023,0.029,0.018,
1995,10,-0.037,0.023,0.029,0.018,
1995,11,0.011,0.024,0.029,0.018,
1995,12,0.015,0.024,0.029,0.018,
1996,1,0.081,0.024,0.030,0.019,
1996,2,0.019,0.024,0.030,0.019,
1996,3,-0.012,0.025,0.030,0.019,
1996,4,0.061,0.025,0.030,0.019,
1996,5,0.017,0.025,0.031,0.020,
1996,6,-0.007,0.025,0.031,0.020,
1996,7,0.027,0.026,0.031,0.020,
1996,8,-0.001,0.026,0.031,0.020,
1996,9,0.119,0.026,0.032,0.021,
1996,10,0.077,0.026,0.032,0.021,
1996,11,0.056,0.027,0.032,0.021,
1996,12,0.102,0.027,0.032,0.021,
1997,1,0.063,0.027,0.033,0.022,
1997,2,0.037,0.027,0.033,0.022,
1997,3,0.050,0.028,0.033,0.022,
1997,4,0.120,0.028,0.033,0.022,
1997,5,0.021,0.028,0.034,0.023,
1997,6,0.048,0.028,0.034,0.023,
1997,7,0.008,0.029,0.034,0.023,
1997,8,0.030,0.029,0.034,0.023,
1997,9,0.028,0.029,0.035,0.023,
1997,10,0.038,0.029,0.035,0.024,
1997,11,0.068,0.030,0.035,0.024,
1997,12,0.060,0.030,0.035,0.024,
1998,1,0.114,0.030,0.036,0.024,
1998,2,0.189,0.030,0.036,0.025,
1998,3,0.059,0.031,0.036,0.025,
1998,4,0.101,0.031,0.036,0.025,
1998,5,0.112,0.031,0.037,0.025,
1998,6,0.074,0.031,0.037,0.026,
1998,7,0.061,0.032,0.037,0.026,
1998,8,0.020,0.032,0.037,0.026,
1998,9,0.063,0.032,0.038,0.026,
1998,10,-0.001,0.032,0.038,0.027,
1998,11,0.004,0.033,0.038,0.027,
1998,12,0.017,0.033,0.039,0.027,
1999,1,-0.008,0.033,0.039,0.027,
1999,2,0.108,0.033,0.039,0.028,
1999,3,0.032,0.034,0.039,0.028,
1999,4,0.067,0.034,0.040,0.028,
1999,5,0.032,0.034,0.040,0.028,
1999,6,-0.011,0.034,0.040,0.028,
1999,7,0.045,0.034,0.040,0.029,
1999,8,0.063,0.035,0.041,0.029,
1999,9,0.045,0.035,0.041,0.029,
1999,10,-0.002,0.035,0.041,0.029,
1999,11,-0.022,0.035,0.041,0.030,
1999,12,0.013,0.036,0.042,0.030,
2000,1,-0.022,0.036,0.042,0.030,
2000,2,-0.062,0.036,0.042,0.030,
2000,3,0.040,0.036,0.042,0.031,
2000,4,0.029,0.037,0.043,0.031,
2000,5,0.053,0.037,0.043,0.031,
2000,6,0.003,0.037,0.043,0.031,
2000,7,0.055,0.037,0.043,0.032,
2000,8,0.029,0.038,0.044,0.032,
2000,9,0.026,0.038,0.044,0.032,
2000,10,-0.010,0.038,0.044,0.032,
2000,11,0.069,0.038,0.044,0.032,
2000,12,-0.047,0.039,0.045,0.033,
2001,1,0.047,0.039,0.045,0.033,
2001,2,-0.038,0.039,0.045,0.033,
2001,3,0.072,0.039,0.045,0.033,
2001,4,0.003,0.040,0.046,0.034,
2001,5,0.028,0.040,0.046,0.034,
2001,6,0.007,0.040,0.046,0.034,
2001,7,0.037,0.040,0.046,0.034,
2001,8,0.029,0.041,0.047,0.035,
2001,9,0.055,0.041,0.047,0.035,
2001,10,0.018,0.041,0.047,0.035,
2001,11,0.000,0.041,0.047,0.035,
2001,12,0.062,0.042,0.048,0.036,
2002,1,0.005,0.042,0.048,0.036,
2002,2,0.087,0.042,0.048,0.036,
2002,3,-0.058,0.042,0.048,0.036,
2002,4,-0.023,0.043,0.049,0.036,
2002,5,-0.019,0.043,0.049,0.037,
2002,6,-0.003,0.043,0.049,0.037,
2002,7,0.022,0.043,0.049,0.037,
2002,8,0.022,0.044,0.050,0.037,
2002,9,0.043,0.044,0.050,0.038,
2002,10,0.042,0.044,0.050,0.038,
2002,11,0.001,0.044,0.051,0.038,
2002,12,0.045,0.045,0.051,0.038,
2003,1,0.019,0.045,0.051,0.039,
2003,2,-0.085,0.045,0.051,0.039,
2003,3,0.008,0.045,0.052,0.039,
2003,4,0.004,0.046,0.052,0.039,
2003,5,0.023,0.046,0.052,0.040,
2003,6,0.043,0.046,0.052,0.040,
2003,7,0.029,0.046,0.053,0.040,
2003,8,0.030,0.047,0.053,0.040,
2003,9,0.052,0.047,0.053,0.040,
2003,10,0.016,0.047,0.053,0.041,
2003,11,0.006,0.047,0.054,0.041,
2003,12,0.044,0.048,0.054,0.041,
2004,1,-0.024,0.048,0.054,0.041,
2004,2,-0.017,0.048,0.054,0.042,
2004,3,-0.006,0.048,0.055,0.042,
2004,4,-0.020,0.049,0.055,0.042,
2004,5,-0.012,0.049,0.055,0.042,
2004,6,0.012,0.049,0.055,0.043,
2004,7,0.017,0.049,0.056,0.043,
2004,8,0.012,0.049,0.056,0.043,
2004,9,0.029,0.050,0.056,0.043,
2004,10,0.111,0.050,0.056,0.044,
2004,11,0.054,0.050,0.057,0.044,
2004,12,0.069,0.050,0.057,0.044,
2005,1,0.088,0.051,0.057,0.044,
2005,2,0.089,0.051,0.057,0.045,
2005,3,0.114,0.051,0.058,0.045,
2005,4,0.117,0.051,0.058,0.045,
2005,5,0.136,0.052,0.058,0.045,
2005,6,0.080,0.052,0.058,0.045,
2005,7,0.079,0.052,0.059,0.046,
2005,8,0.068,0.052,0.059,0.046,
2005,9,0.044,0.053,0.059,0.046,
2005,10,0.072,0.053,0.059,0.046,
2005,11,0.041,0.053,0.060,0.047,
2005,12,0.033,0.053,0.060,0.047,
2006,1,0.076,0.054,0.060,0.047,
2006,2,0.059,0.054,0.061,0.047,
2006,3,0.053,0.054,0.061,0.048,
2006,4,0.041,0.054,0.061,0.048,
2006,5,0.106,0.055,0.061,0.048,
2006,6,0.057,0.055,0.062,0.048,
2006,7,0.041,0.055,0.062,0.049,
2006,8,0.072,0.055,0.062,0.049,
2006,9,0.089,0.056,0.062,0.049,
2006,10,0.082,0.056,0.063,0.049,
2006,11,0.064,0.056,0.063,0.049,
2006,12,0.013,0.056,0.063,0.050,
2007,1,0.032,0.057,0.063,0.050,
2007,2,-0.032,0.057,0.064,0.050,
2007,3,-0.064,0.057,0.064,0.050,
2007,4,0.071,0.057,0.064,0.051,
2007,5,-0.013,0.058,0.064,0.051,
2007,6,0.078,0.058,0.065,0.051,
2007,7,0.053,0.058,0.065,0.051,
2007,8,0.050,0.058,0.065,0.052,
2007,9,0.016,0.059,0.065,0.052,
2007,10,0.067,0.059,0.066,0.052,
2007,11,0.022,0.059,0.066,0.052,
2008,4,0.030,0.060,0.067,0.053,
2008,5,0.134,0.061,0.067,0.054,
2008,6,0.067,0.061,0.068,0.054,
2008,7,0.048,0.061,0.068,0.054,
2008,8,0.063,0.061,0.068,0.054,
2008,9,0.052,0.062,0.068,0.055,
2008,10,0.079,0.062,0.069,0.055,
2008,11,0.059,0.062,0.069,0.055,
2008,12,0.001,0.062,0.069,0.055,
2009,1,0.029,0.063,0.069,0.056,
2009,2,0.082,0.063,0.070,0.056,
2009,3,0.046,0.063,0.070,0.056,
2009,4,0.055,0.063,0.070,0.056,
2009,5,0.033,0.064,0.071,0.056,
2009,6,0.134,0.064,0.071,0.057,
2009,7,0.120,0.064,0.071,0.057,
2009,8,0.063,0.064,0.071,0.057,
2009,9,0.082,0.064,0.072,0.057,
2009,10,0.128,0.065,0.072,0.058,
2009,11,0.113,0.065,0.072,0.058,
2009,12,0.101,0.065,0.072,0.058,
2010,1,0.145,0.065,0.073,0.058,
2010,2,0.209,0.066,0.073,0.059,
2010,3,0.220,0.066,0.073,0.059,
2010,4,0.136,0.066,0.073,0.059,
2010,5,0.097,0.066,0.074,0.059,
2010,6,0.119,0.067,0.074,0.060,
2010,7,0.087,0.067,0.074,0.060,
2010,8,0.107,0.067,0.074,0.060,
2010,9,0.122,0.067,0.075,0.060,
2010,10,0.113,0.068,0.075,0.060,
2010,11,0.122,0.068,0.075,0.061,
2010,12,0.169,0.068,0.075,0.061,
2011,1,0.113,0.068,0.076,0.061,
2011,2,0.093,0.069,0.076,0.061,
2011,3,0.065,0.069,0.076,0.062,
2011,4,0.083,0.069,0.076,0.062,
2011,5,0.140,0.069,0.077,0.062,
2011,6,0.146,0.070,0.077,0.062,
2011,7,0.132,0.070,0.077,0.063,
2011,8,0.145,0.070,0.077,0.063,
2011,9,0.102,0.070,0.078,0.063,
2011,10,0.131,0.071,0.078,0.063,
2011,11,0.058,0.071,0.078,0.064,
2011,12,0.074,0.071,0.078,0.064,
2012,1,0.067,0.071,0.079,0.064,
2012,2,0.070,0.072,0.079,0.064,
2012,3,0.071,0.072,0.079,0.064,
2012,4,0.133,0.072,0.080,0.065,
2012,5,0.071,0.072,0.080,0.065,
2012,6,0.146,0.073,0.080,0.065,
2012,7,0.111,0.073,0.080,0.065,
2012,8,0.102,0.073,0.081,0.066,
2012,9,0.065,0.073,0.081,0.066,
2012,10,0.128,0.074,0.081,0.066,
2012,11,0.087,0.074,0.081,0.066,
2012,12,0.156,0.074,0.082,0.067,
2013,1,0.043,0.074,0.082,0.067,
2013,2,0.074,0.075,0.082,0.067,
2013,3,0.190,0.075,0.082,0.067,
2013,4,0.044,0.075,0.083,0.068,
2013,5,0.043,0.075,0.083,0.068,
2013,6,0.090,0.076,0.083,0.068,
2013,7,0.108,0.076,0.083,0.068,
2013,8,0.112,0.076,0.084,0.068,
2013,9,0.102,0.076,0.084,0.069,
2013,10,0.107,0.077,0.084,0.069,
2013,11,0.021,0.077,0.084,0.069,
2013,12,0.050,0.077,0.085,0.069,
2014,1,0.058,0.077,0.085,0.070,
2014,2,0.021,0.078,0.085,0.070,
2014,3,0.044,0.078,0.085,0.070,
2014,4,0.074,0.078,0.086,0.070,
2014,5,0.096,0.078,0.086,0.071,
2014,6,0.086,0.079,0.086,0.071,
2014,7,0.078,0.079,0.086,0.071,
2014,8,0.097,0.079,0.087,0.071,
2014,9,0.080,0.079,0.087,0.072,
2014,10,0.149,0.079,0.087,0.072,
2014,11,0.072,0.080,0.087,0.072,
2014,12,0.120,0.080,0.088,0.072,
2015,1,0.027,0.080,0.088,0.072,
2015,2,0.046,0.080,0.088,0.073,
2015,3,-0.030,0.081,0.089,0.073,
2015,4,0.027,0.081,0.089,0.073,
2015,5,-0.025,0.081,0.089,0.073,
2015,6,0.043,0.081,0.089,0.074,
2015,7,0.115,0.082,0.090,0.074,
2015,8,0.100,0.082,0.090,0.074,
2015,9,0.095,0.082,0.090,0.074,
2015,10,0.099,0.082,0.090,0.075,
2015,11,0.043,0.083,0.091,0.075,
2015,12,0.104,0.083,0.091,0.075,
2016,1,0.142,0.083,0.091,0.075,
2016,2,0.095,0.083,0.091,0.075,
2016,3,0.091,0.084,0.092,0.076,
2016,4,0.107,0.084,0.092,0.076,
2016,5,0.084,0.084,0.092,0.076,
2016,6,0.101,0.084,0.092,0.076,
2016,7,0.100,0.085,0.093,0.077,
2016,8,0.074,0.085,0.093,0.077,
2016,9,0.106,0.085,0.093,0.077,
2016,10,0.103,0.085,0.093,0.077,
2016,11,0.094,0.086,0.094,0.078,
2016,12,0.085,0.086,0.094,0.078,
2017,1,0.110,0.086,0.094,0.078,
2017,2,0.121,0.086,0.094,0.078,
2017,3,0.009,0.087,0.095,0.079,
2017,4,0.126,0.087,0.095,0.079,
2017,5,0.172,0.087,0.095,0.079,
2017,6,0.132,0.087,0.095,0.079,
2017,7,0.133,0.088,0.096,0.079,
2017,8,0.122,0.088,0.096,0.080,
2017,9,0.146,0.088,0.096,0.080,
2017,10,0.109,0.088,0.097,0.080,
2017,11,0.132,0.089,0.097,0.080,
2017,12,0.074,0.089,0.097,0.081,
2018,1,0.039,0.089,0.097,0.081,
2018,2,0.051,0.089,0.098,0.081,
2018,3,0.275,0.090,0.098,0.081,
2018,4,0.088,0.090,0.098,0.082,
2018,5,0.080,0.090,0.098,0.082,
2018,6,0.135,0.090,0.099,0.082,
2018,7,0.082,0.091,0.099,0.082,
2018,8,0.131,0.091,0.099,0.083,
2018,9,0.145,0.091,0.099,0.083,
2018,10,0.121,0.091,0.100,0.083,
2018,11,0.096,0.092,0.100,0.083,
2018,12,0.131,0.092,0.100,0.083,
2019,1,0.138,0.092,0.100,0.084,
2019,2,0.048,0.092,0.101,0.084,
2019,3,0.094,0.093,0.101,0.084,
2019,4,0.098,0.093,0.101,0.084,
2019,5,0.159,0.093,0.101,0.085,
2019,6,0.153,0.093,0.102,0.085,
2019,7,0.162,0.094,0.102,0.085,
2019,8,0.162,0.094,0.102,0.085,
2019,9,0.144,0.094,0.102,0.086,
2019,10,0.198,0.094,0.103,0.086,
2019,11,0.155,0.094,0.103,0.086,
2019,12,0.145,0.095,0.103,0.086,
2020,1,0.155,0.095,0.103,0.086,
2020,2,0.125,0.095,0.104,0.087,
2020,3,0.154,0.095,0.104,0.087,
2020,4,0.205,0.096,0.104,0.087,
2020,5,0.080,0.096,0.105,0.087,
2020,6,0.134,0.096,0.105,0.088,
2020,7,0.162,0.096,0.105,0.088,
2020,8,0.147,0.097,0.105,0.088,
2020,9,0.133,0.097,0.106,0.088,
2020,10,0.107,0.097,0.106,0.089,
2020,11,0.063,0.097,0.106,0.089,
2020,12,0.144,0.098,0.106,0.089,
2021,1,0.206,0.098,0.107,0.089,
